hostname,planet_count,min_period,max_period,min_distance,max_distance,discovery_year,system_distance,ra,dec
Kepler-1028,1,2.51462432,2.51462432,0.0354,0.0354,2016,607.916,289.5931004,49.7812447
Kepler-1029,1,4.417696479,4.417696479,0.047,0.047,2016,366.656,292.1328738,41.5474786
Kepler-1030,1,19.32952416,19.32952416,0.1338,0.1338,2016,758.702,293.6819098,45.8175241
Kepler-1031,1,1.22621732,1.22621732,0.0218,0.0218,2016,682.882,296.0898796,48.9554121
Kepler-1032,1,3.290117953,3.290117953,0.0361,0.0361,2016,673.01,289.9308779,40.0977109
Kepler-1033,1,7.56052806,7.56052806,0.0761,0.0761,2016,1455.5,283.8450963,44.6090251
Kepler-1034,1,12.12400943,12.12400943,0.0965,0.0965,2016,654.549,286.1154093,37.9669464
Kepler-1035,1,2.714077555,2.714077555,0.03883,0.03883,2016,562.116,289.042243,42.8824991
Kepler-1036,1,122.8808058,122.8808058,0.47726,0.47726,2016,489.435,295.1817093,49.9458172
Kepler-1037,1,1.063788673,1.063788673,0.0198,0.0198,2016,446.914,296.3410342,47.1709335
Kepler-1039,1,0.934884242,0.934884242,0.01714,0.01714,2016,306.91,298.3266169,45.3154212
Kepler-1040,1,201.1214,201.1214,0.67249,0.67249,2016,482.119,283.1137663,48.1312774
Kepler-1041,1,24.7576421,24.7576421,0.1688,0.1688,2016,1485.82,293.8817361,49.6831419
Kepler-1042,1,10.13202575,10.13202575,0.0756,0.0756,2016,659.0,288.6689428,39.8239935
Kepler-1043,1,38.5053398,38.5053398,0.2159,0.2159,2016,903.332,281.6629579,47.5685927
Kepler-1044,1,6.77408868,6.77408868,0.0741,0.0741,2016,1278.96,293.1444017,46.6662155
Kepler-1045,1,26.41045478,26.41045478,0.1616,0.1616,2016,942.485,284.1832668,45.0740897
Kepler-1046,1,14.37508035,14.37508035,0.11858,0.11858,2016,721.534,296.7558056,46.9982799
Kepler-1048,1,6.92101021,6.92101021,0.059,0.059,2016,556.006,281.8983042,42.1657112
Kepler-1049,1,3.273460736,3.273460736,0.0349,0.0349,2016,162.006,287.3469567,47.7729078
Kepler-1051,1,25.96200249,25.96200249,0.18395,0.18395,2016,829.343,295.1581062,40.8988186
Kepler-1053,1,2.414351654,2.414351654,0.0315,0.0315,2016,151.129,291.4186349,39.1273664
Kepler-1054,1,4.30655689,4.30655689,0.05542,0.05542,2016,1090.51,290.6011085,44.5563604
Kepler-1055,1,2.295036233,2.295036233,0.0335,0.0335,2016,389.397,290.4867838,44.932541
Kepler-1056,1,27.495606,27.495606,0.1629,0.1629,2016,982.51,299.5259832,46.8992561
Kepler-1057,1,14.08827448,14.08827448,0.1138,0.1138,2016,1201.82,297.4521311,41.5580816
Kepler-1058,1,110.96546,110.96546,0.3679,0.3679,2016,491.997,294.5956256,45.8750556
Kepler-1059,1,3.764191048,3.764191048,0.044,0.044,2016,713.167,289.2202147,41.7064385
Kepler-1060,1,46.8779367,46.8779367,0.2495,0.2495,2016,946.565,286.0252285,39.6309204
Kepler-1061,1,2.757982666,2.757982666,0.0388,0.0388,2016,543.375,296.2300306,50.2752091
Kepler-1062,1,9.30412078,9.30412078,0.0748,0.0748,2016,397.455,283.8994187,41.221594
Kepler-1063,1,14.07971466,14.07971466,0.1176,0.1176,2016,343.226,290.5267975,38.1428283
Kepler-1064,1,16.54080322,16.54080322,0.1183,0.1183,2016,374.0,291.7415821,37.6888103
Kepler-1066,1,1.931559839,1.931559839,0.0298,0.0298,2016,344.251,298.866621,46.5022325
Kepler-1068,1,16.92344113,16.92344113,0.13038,0.13038,2016,1473.61,294.6481708,46.3923173
Kepler-1069,1,23.8990296,23.8990296,0.16587,0.16587,2016,695.967,290.9792378,47.9889097
Kepler-1070,1,6.2216147,6.2216147,0.06753,0.06753,2016,939.001,293.1953923,49.316541
Kepler-1071,1,6.1799844,6.1799844,0.0629,0.0629,2016,1042.27,293.0579794,45.2487472
Kepler-1072,1,1.569066502,1.569066502,0.02742,0.02742,2016,982.716,292.0443891,46.3289723
Kepler-1074,1,5.94566534,5.94566534,0.0536,0.0536,2016,250.817,284.4766869,46.2526781
Kepler-1075,1,1.52372816,1.52372816,0.0208,0.0208,2016,291.275,287.5011404,47.4691157
Kepler-1076,1,6.14727918,6.14727918,0.0611,0.0611,2016,199.0,287.5902594,51.0606047
Kepler-1077,1,34.3511874,34.3511874,0.2101,0.2101,2016,1101.42,291.0336333,42.2678448
Kepler-1078,1,3.00725242,3.00725242,0.0388,0.0388,2016,2481.71,293.2005664,43.0500379
Kepler-1079,1,13.24503188,13.24503188,0.1092,0.1092,2016,591.098,299.5495794,45.7696769
Kepler-1080,1,77.2548396,77.2548396,0.3781,0.3781,2016,1382.82,296.4644914,49.1828952
Kepler-1081,1,3.856918547,3.856918547,0.04662,0.04662,2016,420.215,289.444752,41.3179652
Kepler-1082,1,1.543206604,1.543206604,0.02571,0.02571,2016,739.557,289.3586737,50.5984489
Kepler-1083,1,33.4177993,33.4177993,0.1899,0.1899,2016,902.633,283.1618831,45.198336
Kepler-1084,1,2.05333679,2.05333679,0.0324,0.0324,2016,405.533,290.1019809,48.251146
Kepler-1087,1,0.693842855,0.693842855,0.01554,0.01554,2016,362.623,294.9789253,46.0056741
Kepler-1088,1,23.12748644,23.12748644,0.16163,0.16163,2016,280.629,281.5614578,42.4504087
Kepler-1089,1,5.132485618,5.132485618,0.0497,0.0497,2016,259.328,291.0926509,49.1901729
Kepler-1091,1,1.434741564,1.434741564,0.0252,0.0252,2016,914.299,299.7854426,43.6707235
Kepler-1092,1,58.6017925,58.6017925,0.2996,0.2996,2016,981.233,297.7232008,47.1126833
Kepler-1094,1,78.1000231,78.1000231,0.3625,0.3625,2016,1291.01,292.3012109,38.2669983
Kepler-1095,1,4.27103091,4.27103091,0.0514,0.0514,2016,792.522,293.2624215,41.3650155
Kepler-1096,1,2.892217506,2.892217506,0.034,0.034,2016,377.976,294.7094688,45.9695533
Kepler-1097,1,187.747029,187.747029,0.5791,0.5791,2016,719.802,281.5941261,42.5963949
Kepler-1098,1,2.543072855,2.543072855,0.0358,0.0358,2016,1049.19,295.502673,43.2326992
Kepler-1099,1,2.168452593,2.168452593,0.0337,0.0337,2016,1022.8,288.7499866,48.2771163
Kepler-1100,1,6.42200058,6.42200058,0.06745,0.06745,2016,693.618,291.8713535,44.0873907
Kepler-1101,1,81.3151059,81.3151059,0.3483,0.3483,2016,742.473,294.5693544,45.6711623
Kepler-1102,1,51.3285623,51.3285623,0.2731,0.2731,2016,1246.05,281.3225917,48.0664955
Kepler-1103,1,19.79191978,19.79191978,0.15336,0.15336,2016,1331.92,287.3821348,49.4524247
Kepler-1104,1,5.03728015,5.03728015,0.06321,0.06321,2016,530.658,294.4685197,49.3309789
Kepler-1105,1,4.421572182,4.421572182,0.0471,0.0471,2016,318.004,281.1117588,42.4549698
Kepler-1106,1,1.252752174,1.252752174,0.0239,0.0239,2016,1090.7,291.1451576,44.0624715
Kepler-1107,1,0.571038518,0.571038518,0.01285,0.01285,2016,428.798,291.049934,39.141674
Kepler-1108,1,4.51005748,4.51005748,0.0511,0.0511,2016,767.701,296.0422962,45.98514
Kepler-1109,1,37.6467384,37.6467384,0.2466,0.2466,2016,685.087,291.6462654,39.3966122
Kepler-1110,1,9.69312032,9.69312032,0.0754,0.0754,2016,726.828,291.8080645,38.6226615
Kepler-1111,1,8.79617863,8.79617863,0.0872,0.0872,2016,841.536,295.4634045,45.8127697
Kepler-1112,1,14.36267939,14.36267939,0.1239,0.1239,2016,1671.28,296.9687937,47.7514799
Kepler-1113,1,42.3004954,42.3004954,0.2415,0.2415,2016,1073.88,289.4066969,39.338813
Kepler-1114,1,14.97435694,14.97435694,0.11056,0.11056,2016,418.417,299.2370531,45.8347781
Kepler-1115,1,23.5540725,23.5540725,0.2134,0.2134,2016,983.245,294.9917723,40.1443964
Kepler-1116,1,41.6977827,41.6977827,0.233,0.233,2016,1008.57,291.9336573,44.1154992
Kepler-1117,1,4.79028459,4.79028459,0.05485,0.05485,2016,568.487,292.0847866,49.2374206
Kepler-1118,1,38.6715075,38.6715075,0.2079,0.2079,2016,888.325,299.9656619,44.1608805
Kepler-1119,1,8.3265153,8.3265153,0.0812,0.0812,2016,1757.23,297.0191018,44.3274936
Kepler-1120,1,2.949029052,2.949029052,0.0369,0.0369,2016,615.231,290.9144516,42.2865522
Kepler-1121,1,13.15141081,13.15141081,0.11818,0.11818,2016,482.047,297.7865467,47.8861542
Kepler-1122,1,42.1917357,42.1917357,0.2315,0.2315,2016,1230.42,288.2805801,46.3408747
Kepler-1123,1,4.33946454,4.33946454,0.0497,0.0497,2016,704.323,294.5177291,50.6703927
Kepler-1124,1,2.852348975,2.852348975,0.0305,0.0305,2016,289.899,286.5942529,37.8912836
Kepler-1125,1,17.6700642,17.6700642,0.1348,0.1348,2016,2011.41,295.4812018,40.7319316
Kepler-1127,1,5.12330347,5.12330347,0.0556,0.0556,2016,842.459,293.2173563,42.7205846
Kepler-1128,1,61.6178167,61.6178167,0.302,0.302,2016,1083.41,293.063315,39.4034052
Kepler-1131,1,3.53232449,3.53232449,0.0459,0.0459,2016,1030.7,295.6514492,49.2612954
Kepler-1132,1,62.8916228,62.8916228,0.2881,0.2881,2016,867.931,286.3675188,48.4238906
Kepler-1133,1,11.55562343,11.55562343,0.0983,0.0983,2016,753.135,293.3224114,42.8674925
Kepler-1134,1,17.13263989,17.13263989,0.1242,0.1242,2016,944.445,295.5678578,42.4781064
Kepler-1135,1,76.957857,76.957857,0.3436,0.3436,2016,1314.64,286.0029904,44.7565551
Kepler-1136,1,2.361724329,2.361724329,0.0299,0.0299,2016,491.406,284.1078441,44.2458047
Kepler-1137,1,23.9210791,23.9210791,0.1871,0.1871,2016,921.778,287.1302407,48.665347
Kepler-1138,1,3.17060005,3.17060005,0.0415,0.0415,2016,872.328,285.8993164,48.307285
Kepler-1139,1,0.813166719,0.813166719,0.01664,0.01664,2016,495.156,287.9455985,39.2305281
Kepler-1140,1,24.0862707,24.0862707,0.1478,0.1478,2016,656.48,281.6940529,46.946521
Kepler-1141,1,2.344511944,2.344511944,0.03496,0.03496,2016,393.642,290.5436836,47.7259073
Kepler-1142,1,18.3027248,18.3027248,0.1343,0.1343,2016,1273.51,292.7144796,44.0822816
Kepler-1144,1,17.14647302,17.14647302,0.1291,0.1291,2016,1140.57,290.0432936,47.2578857
Kepler-1145,1,3.97076766,3.97076766,0.0443,0.0443,2016,691.961,295.3081524,43.0444026
Kepler-1146,1,2.352265797,2.352265797,0.0325,0.0325,2016,703.038,286.716712,47.425658
Kepler-1147,1,10.62784997,10.62784997,0.0961,0.0961,2016,1657.36,292.5474753,41.6429221
Kepler-1148,1,1.104463509,1.104463509,0.0188,0.0188,2016,625.692,290.9536059,45.7195545
Kepler-1149,1,3.73089898,3.73089898,0.0473,0.0473,2016,1217.73,294.1891824,45.1515263
Kepler-1150,1,2.787868386,2.787868386,0.0382,0.0382,2016,358.518,296.7244553,49.5326846
Kepler-1151,1,65.6478424,65.6478424,0.3197,0.3197,2016,682.436,292.2477819,47.8784257
Kepler-1152,1,1.646801908,1.646801908,0.0223,0.0223,2016,215.233,290.4341483,44.1077802
Kepler-1153,1,1.755835327,1.755835327,0.0277,0.0277,2016,1119.49,289.1471849,45.86613
Kepler-1155,1,33.469743,33.469743,0.2006,0.2006,2016,1128.72,288.8206058,39.5228712
Kepler-1156,1,11.89520511,11.89520511,0.09704,0.09704,2016,691.331,288.9240901,46.0575865
Kepler-1157,1,4.45743164,4.45743164,0.0448,0.0448,2016,342.144,283.1209268,43.5255701
Kepler-1158,1,13.5396293,13.5396293,0.12643,0.12643,2016,1484.25,292.2339048,41.5751832
Kepler-1159,1,22.70816791,22.70816791,0.1603,0.1603,2016,1213.71,294.266325,45.2042317
Kepler-1160,1,7.97034958,7.97034958,0.0755,0.0755,2016,1077.63,287.8793899,43.3640752
Kepler-1161,1,10.71252541,10.71252541,0.0784,0.0784,2016,547.726,299.0770621,45.4405583
Kepler-1163,1,6.11786898,6.11786898,0.06868,0.06868,2016,478.647,290.235863,50.0300654
Kepler-1164,1,3.97599768,3.97599768,0.04635,0.04635,2016,431.622,287.5296372,38.8945065
Kepler-1166,1,33.2406882,33.2406882,0.1975,0.1975,2016,634.906,290.3484956,50.9028387
Kepler-1167,1,1.003933739,1.003933739,0.0175,0.0175,2016,820.905,298.3026595,47.6939654
Kepler-1168,1,55.8226539,55.8226539,0.2663,0.2663,2016,752.666,287.2977834,47.455488
Kepler-1169,1,6.11009134,6.11009134,0.06931,0.06931,2016,522.823,294.9115874,46.4914718
Kepler-1170,1,9.98969327,9.98969327,0.088,0.088,2016,1050.45,292.1685422,43.7795963
Kepler-1171,1,1.44259224,1.44259224,0.0284,0.0284,2016,573.0,294.9589285,38.5915968
Kepler-1172,1,26.0204423,26.0204423,0.168,0.168,2016,1306.53,290.4744875,37.7665499
Kepler-1173,1,0.7698536,0.7698536,0.0156,0.0156,2016,377.06,293.1311803,45.6634153
Kepler-1174,1,6.89225223,6.89225223,0.0732,0.0732,2016,1408.75,281.8314296,42.298891
Kepler-1175,1,37.94563,37.94563,0.2181,0.2181,2016,1121.89,289.1426847,46.8129656
Kepler-1176,1,24.1738579,24.1738579,0.1589,0.1589,2016,864.699,297.919724,45.2742038
Kepler-1177,1,106.247547,106.247547,0.4301,0.4301,2016,1299.97,286.6714813,49.4062964
Kepler-1178,1,31.80634,31.80634,0.1596,0.1596,2016,482.287,288.4561183,45.8022258
Kepler-1179,1,2.685057492,2.685057492,0.03497,0.03497,2016,415.205,284.0974305,47.8104856
Kepler-1180,1,16.8601286,16.8601286,0.1246,0.1246,2016,1596.8,295.8874773,43.1559952
Kepler-1182,1,11.17394617,11.17394617,0.0981,0.0981,2016,1545.39,296.3079895,43.8213706
Kepler-1183,1,28.5057189,28.5057189,0.1793,0.1793,2016,1919.19,292.2324228,38.8921946
Kepler-1184,1,53.5991044,53.5991044,0.2863,0.2863,2016,1157.84,291.282031,46.9659514
Kepler-1185,1,104.3518976,104.3518976,0.4297,0.4297,2016,459.273,287.2411783,39.3326977
Kepler-1186,1,16.07677615,16.07677615,0.1281,0.1281,2016,1337.25,288.4796333,47.1017438
Kepler-1187,1,18.87064068,18.87064068,0.1401,0.1401,2016,1020.53,286.8919996,38.3185034
Kepler-1188,1,17.1369543,17.1369543,0.135,0.135,2016,1717.48,283.1038438,43.1480487
Kepler-1189,1,3.78858982,3.78858982,0.0467,0.0467,2016,782.852,298.4264116,47.9468194
Kepler-1190,1,10.45843441,10.45843441,0.0845,0.0845,2016,342.509,284.9996582,49.4799506
Kepler-1191,1,5.60014851,5.60014851,0.0587,0.0587,2016,955.536,291.6577923,48.0092619
Kepler-1192,1,25.2034787,25.2034787,0.1693,0.1693,2016,1304.19,282.1405603,43.8964934
Kepler-1193,1,2.832652134,2.832652134,0.04004,0.04004,2016,802.116,288.1447323,51.2756446
Kepler-1194,1,16.22371307,16.22371307,0.1212,0.1212,2016,757.382,291.6994841,38.1452065
Kepler-1195,1,8.49642241,8.49642241,0.0726,0.0726,2016,918.566,284.3510523,40.8529319
Kepler-1196,1,66.1849031,66.1849031,0.3179,0.3179,2016,922.333,292.369585,43.9108663
Kepler-1197,1,2.03231845,2.03231845,0.02869,0.02869,2016,486.94,291.6693437,42.5907441
Kepler-1198,1,7.6847716,7.6847716,0.0732,0.0732,2016,743.03,288.8339659,44.838198
Kepler-1199,1,15.0447198,15.0447198,0.11309,0.11309,2016,563.493,293.7258092,47.2469219
Kepler-12,1,4.4379629,4.4379629,0.0553,0.0553,2011,881.386,286.2434458,50.0403671
Kepler-1200,1,1.118549717,1.118549717,0.0188,0.0188,2016,588.715,296.6034317,44.1292537
Kepler-1201,1,15.18725932,15.18725932,0.1183,0.1183,2016,944.241,294.6147908,40.8331158
Kepler-1202,1,28.6851324,28.6851324,0.179,0.179,2016,1175.38,292.290606,44.6532281
Kepler-1203,1,0.588000765,0.588000765,0.0114,0.0114,2016,317.022,292.7734523,44.178088
Kepler-1204,1,85.7350285,85.7350285,0.3877,0.3877,2016,1175.22,289.4415238,42.4981476
Kepler-1205,1,1.078390352,1.078390352,0.0196,0.0196,2016,698.485,290.2796734,41.5150499
Kepler-1206,1,1.216997663,1.216997663,0.0201,0.0201,2016,762.019,295.9383737,49.7911337
Kepler-1207,1,13.68237119,13.68237119,0.1156,0.1156,2016,1754.19,295.0641963,49.3589615
Kepler-1208,1,11.08507637,11.08507637,0.0901,0.0901,2016,825.176,291.8812445,44.5557587
Kepler-1209,1,25.369116,25.369116,0.17515,0.17515,2016,505.531,287.5849352,49.1547328
Kepler-1210,1,8.07124073,8.07124073,0.0753,0.0753,2016,1176.53,292.8321598,48.2193376
Kepler-1211,1,11.01816836,11.01816836,0.09763,0.09763,2016,1826.53,285.7207618,40.8569116
Kepler-1212,1,12.94130146,12.94130146,0.1082,0.1082,2016,1316.57,296.8534096,50.0373196
Kepler-1213,1,5.34982412,5.34982412,0.06026,0.06026,2016,807.812,289.4858423,50.9441967
Kepler-1214,1,18.82634264,18.82634264,0.128,0.128,2016,729.227,285.1427113,49.8006565
Kepler-1215,1,4.76703963,4.76703963,0.0528,0.0528,2016,661.022,297.4636477,48.1813978
Kepler-1216,1,4.37034536,4.37034536,0.0519,0.0519,2016,1258.36,287.4052661,45.917979
Kepler-1217,1,2.032325072,2.032325072,0.0326,0.0326,2016,1347.71,289.1866841,50.9375614
Kepler-1218,1,22.9221266,22.9221266,0.15698,0.15698,2016,840.503,291.5788505,44.5316825
Kepler-1219,1,16.10467749,16.10467749,0.14146,0.14146,2016,880.895,297.2158443,47.3785082
Kepler-1220,1,7.42693741,7.42693741,0.0734,0.0734,2016,961.907,297.070398,42.9777396
Kepler-1221,1,12.00096042,12.00096042,0.0906,0.0906,2016,913.65,285.8223636,45.7118423
Kepler-1222,1,1.916944254,1.916944254,0.02801,0.02801,2016,415.218,294.889616,49.3798215
Kepler-1223,1,16.301259,16.301259,0.1186,0.1186,2016,459.957,285.2956462,44.5527542
Kepler-1224,1,13.32351601,13.32351601,0.11625,0.11625,2016,559.598,286.6257591,37.537313
Kepler-1225,1,7.01075434,7.01075434,0.0771,0.0771,2016,1347.52,290.6332748,40.1369671
Kepler-1226,1,17.2923453,17.2923453,0.13945,0.13945,2016,1125.72,296.3768521,50.6214592
Kepler-1227,1,94.2887577,94.2887577,0.38555,0.38555,2016,623.706,287.0664109,41.8749712
Kepler-1228,1,0.577369579,0.577369579,0.01186,0.01186,2016,515.453,296.552761,46.9661945
Kepler-1229,1,86.828989,86.828989,0.3006,0.3006,2016,265.482,297.4868347,46.9966782
Kepler-1230,1,9.95661537,9.95661537,0.0921,0.0921,2016,1364.22,283.2645129,41.7114526
Kepler-1231,1,10.41725184,10.41725184,0.0914,0.0914,2016,987.237,288.5882888,42.6056644
Kepler-1232,1,26.7839183,26.7839183,0.16545,0.16545,2016,632.865,296.5500966,49.102307
Kepler-1233,1,45.1263042,45.1263042,0.263,0.263,2016,1178.7,297.3750954,46.6622201
Kepler-1234,1,11.94014029,11.94014029,0.096,0.096,2016,916.749,287.5220359,51.3759464
Kepler-1235,1,4.16055856,4.16055856,0.04836,0.04836,2016,540.604,284.9030677,43.9540616
Kepler-1236,1,31.0571618,31.0571618,0.1803,0.1803,2016,999.64,295.6247375,42.5458739
Kepler-1237,1,84.5733226,84.5733226,0.3778,0.3778,2016,1064.31,295.6292745,44.6905815
Kepler-1238,1,4.14787559,4.14787559,0.0541,0.0541,2016,1632.13,297.9057655,40.1628378
Kepler-1239,1,5.19104016,5.19104016,0.0625,0.0625,2016,2140.6,293.1273357,42.3200578
Kepler-1240,1,4.8663815,4.8663815,0.05791,0.05791,2016,862.186,282.9997682,40.5574322
Kepler-1241,1,18.5525701,18.5525701,0.1336,0.1336,2016,968.722,294.5762033,38.4569588
Kepler-1242,1,13.62798432,13.62798432,0.1039,0.1039,2016,687.615,284.6062174,41.196344
Kepler-1243,1,16.8320729,16.8320729,0.1256,0.1256,2016,758.17,294.009397,42.8807779
Kepler-1244,1,3.70428172,3.70428172,0.0502,0.0502,2016,1075.81,282.3012505,46.5161814
Kepler-1246,1,11.32271513,11.32271513,0.0848,0.0848,2016,436.505,287.6572346,48.9822053
Kepler-1247,1,13.71220213,13.71220213,0.1091,0.1091,2016,1045.92,294.5335974,46.6182365
Kepler-1248,1,7.46725407,7.46725407,0.0806,0.0806,2016,593.026,288.0592191,51.3544564
Kepler-1249,1,24.3347127,24.3347127,0.167,0.167,2016,1904.54,296.8948517,44.3717429
Kepler-1250,1,2.607543834,2.607543834,0.0393,0.0393,2016,2126.85,287.7938184,45.9802492
Kepler-1251,1,45.0904643,45.0904643,0.2478,0.2478,2016,902.204,292.1151093,49.2563792
Kepler-1252,1,15.0540329,15.0540329,0.1078,0.1078,2016,648.979,298.9503634,46.6928437
Kepler-1253,1,68.8861915,68.8861915,0.31444,0.31444,2016,514.524,283.8852196,47.6371507
Kepler-1255,1,36.2919336,36.2919336,0.2226,0.2226,2016,1617.07,295.2392569,42.7264842
Kepler-1256,1,12.4127754,12.4127754,0.10733,0.10733,2016,891.192,291.4742443,44.6834119
Kepler-1257,1,2.668313762,2.668313762,0.0376,0.0376,2016,1105.95,296.0756231,45.6270165
Kepler-1258,1,0.984940167,0.984940167,0.01824,0.01824,2016,717.555,285.4049723,49.9948186
Kepler-1259,1,0.663085258,0.663085258,0.0141,0.0141,2016,805.562,297.8414628,46.9676288
Kepler-1260,1,19.1187753,19.1187753,0.1444,0.1444,2016,1734.43,295.5912652,42.5552261
Kepler-1261,1,48.4308991,48.4308991,0.239,0.239,2016,744.294,285.2324786,48.8066963
Kepler-1262,1,8.67900242,8.67900242,0.083,0.083,2016,1054.87,288.7718287,42.2131694
Kepler-1263,1,4.55139967,4.55139967,0.0499,0.0499,2016,664.83,286.483626,46.7526182
Kepler-1264,1,0.968526023,0.968526023,0.01839,0.01839,2016,801.993,289.8844102,45.2115075
Kepler-1265,1,6.49441289,6.49441289,0.0612,0.0612,2016,583.641,284.5858364,47.0795646
Kepler-1267,1,13.0313945,13.0313945,0.1057,0.1057,2016,1379.43,299.1695093,43.4410533
Kepler-1268,1,40.9903986,40.9903986,0.2383,0.2383,2016,1840.77,287.838419,43.1531776
Kepler-1269,1,37.3331536,37.3331536,0.23611,0.23611,2016,1097.23,287.8055442,45.3405371
Kepler-1270,1,6.03356196,6.03356196,0.07045,0.07045,2016,1095.05,286.7156676,48.6452552
Kepler-1271,1,3.0255955,3.0255955,0.04233,0.04233,2016,831.991,286.3442954,37.4119347
Kepler-1272,1,51.1309704,51.1309704,0.2705,0.2705,2016,1206.37,285.2197605,38.8058393
Kepler-1273,1,28.625653,28.625653,0.1857,0.1857,2016,1114.24,285.8032016,44.8733983
Kepler-1274,1,6.98152703,6.98152703,0.08161,0.08161,2016,614.648,284.5936858,46.4497364
Kepler-1275,1,3.65691115,3.65691115,0.0488,0.0488,2016,1153.98,293.5004955,44.9324455
Kepler-1276,1,12.5720095,12.5720095,0.10863,0.10863,2016,538.481,287.8570173,40.5471909
Kepler-1277,1,40.8365012,40.8365012,0.21857,0.21857,2016,557.193,295.1025166,40.5723736
Kepler-1278,1,3.23941344,3.23941344,0.04417,0.04417,2016,889.426,282.9569197,42.8255589
Kepler-1279,1,23.4774101,23.4774101,0.1785,0.1785,2016,1494.22,288.0955917,40.365909
Kepler-1280,1,66.5579057,66.5579057,0.33982,0.33982,2016,1486.7,293.5738933,45.3844919
Kepler-1281,1,3.11602791,3.11602791,0.0415,0.0415,2016,1090.0,295.3543571,48.5153932
Kepler-1282,1,2.131946513,2.131946513,0.0335,0.0335,2016,1103.29,290.1761688,46.6983036
Kepler-1283,1,12.9460978,12.9460978,0.1062,0.1062,2016,2921.99,295.4623336,40.7769335
Kepler-1284,1,0.664073806,0.664073806,0.0143,0.0143,2016,882.324,291.2789549,47.6875766
Kepler-1285,1,14.7967458,14.7967458,0.12758,0.12758,2016,422.269,281.8353366,44.1558825
Kepler-1286,1,11.25402929,11.25402929,0.0991,0.0991,2016,1354.46,280.2583709,43.8357433
Kepler-1287,1,11.47685909,11.47685909,0.0976,0.0976,2016,1003.26,289.1346298,47.063018
Kepler-1288,1,2.76122421,2.76122421,0.04135,0.04135,2016,814.078,285.7135,41.6058799
Kepler-1289,1,7.99019627,7.99019627,0.0785,0.0785,2016,1053.57,296.388767,41.040509
Kepler-1290,1,4.69500134,4.69500134,0.0557,0.0557,2016,1593.7,290.6852287,43.8596155
Kepler-1291,1,8.63043276,8.63043276,0.0779,0.0779,2016,897.352,289.3770051,40.0010791
Kepler-1292,1,3.27646405,3.27646405,0.0443,0.0443,2016,1493.43,284.9057222,43.9491434
Kepler-1293,1,5.57654784,5.57654784,0.06763,0.06763,2016,1028.16,290.0258783,48.3359227
Kepler-1294,1,115.6862258,115.6862258,0.4684,0.4684,2016,1855.7,291.2681037,44.4881624
Kepler-1295,1,3.81371974,3.81371974,0.0464,0.0464,2016,1174.46,291.3978451,45.588553
Kepler-1296,1,8.3839865,8.3839865,0.0896,0.0896,2016,1551.54,292.1251038,41.4077928
Kepler-1297,1,1.68189002,1.68189002,0.0283,0.0283,2016,1439.47,289.9564415,47.0203466
Kepler-1298,1,7.12811928,7.12811928,0.0814,0.0814,2016,544.163,284.4227535,49.1061907
Kepler-1299,1,19.9400874,19.9400874,0.1357,0.1357,2016,1404.94,286.1501263,37.4113438
Kepler-1300,1,22.2419092,22.2419092,0.16005,0.16005,2016,777.025,289.0330532,40.0869182
Kepler-1301,1,9.08237046,9.08237046,0.0815,0.0815,2016,854.28,286.6041816,42.4403309
Kepler-1302,1,8.83922659,8.83922659,0.0795,0.0795,2016,634.58,290.9892462,50.308064
Kepler-1303,1,7.56127224,7.56127224,0.0751,0.0751,2016,897.783,284.287147,42.3555784
Kepler-1304,1,16.1288853,16.1288853,0.1202,0.1202,2016,2176.08,285.2763652,39.4468274
Kepler-1305,1,13.5630972,13.5630972,0.1109,0.1109,2016,1575.23,297.3394624,46.3472165
Kepler-1306,1,16.29595382,16.29595382,0.123,0.123,2016,1107.5,294.4783627,46.9458638
Kepler-1307,1,18.01621096,18.01621096,0.1369,0.1369,2016,1014.62,292.8698348,46.7418679
Kepler-1308,1,2.104338119,2.104338119,0.025,0.025,2016,112.705,285.9287514,38.5207097
Kepler-1309,1,28.8432647,28.8432647,0.1679,0.1679,2016,845.0,298.7351131,40.7641262
Kepler-1310,1,0.679336272,0.679336272,0.01452,0.01452,2016,569.185,283.9200236,40.7400419
Kepler-1313,1,3.833091178,3.833091178,0.04619,0.04619,2016,174.234,292.388582,42.2332767
Kepler-1314,1,5.424749281,5.424749281,0.0504,0.0504,2016,141.98685057,294.2373599,45.1968274
Kepler-1316,1,87.9732136,87.9732136,0.39765,0.39765,2016,800.871,298.8358277,40.2930714
Kepler-1317,1,0.568874427,0.568874427,0.0128,0.0128,2016,728.303,291.6118842,42.1159787
Kepler-1318,1,213.257663,213.257663,0.6085,0.6085,2016,475.248,290.3763246,41.1507928
Kepler-1319,1,2.886762645,2.886762645,0.0296,0.0296,2016,103.917,290.9564463,49.3667933
Kepler-1320,1,0.868386528,0.868386528,0.0163,0.0163,2016,647.424,288.4335977,40.3808519
Kepler-1323,1,0.929906678,0.929906678,0.01911,0.01911,2016,465.417,292.8722515,46.098729
Kepler-1324,1,4.115844679,4.115844679,0.0466,0.0466,2016,481.667,291.1849503,40.3112023
Kepler-1325,1,33.8786838,33.8786838,0.2004,0.2004,2016,973.368,285.0171505,42.085312
Kepler-1326,1,42.3514267,42.3514267,0.2743,0.2743,2016,698.326,296.222199,39.268942
Kepler-1327,1,14.88801098,14.88801098,0.11151,0.11151,2016,678.069,289.0648073,50.4609183
